Name,Address,Bing Maps URL,Latitude,Longitude,Phone
Shrey Clinic,"Hanuman Mandir, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.2564754486084%7E72.87373352050781&lvl=17.0&q=Shrey%20Clinic%20%2C%20Hanuman%20Mandir%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25647545,72.87373352,
Raj Medical & General Stores,"m h b Colony, 21/124, Ground Floor, s n Dube Road, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.2506103515625%7E72.86581420898438&lvl=17.0&q=Raj%20Medical%20%26%20General%20Stores%20%2C%20m%20h%20b%20Colony%2C%2021%2F124%2C%20Ground%20Floor%2C%20s%20n%20Dube%20Road%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25061035,72.86581421,
Nirmal Medical&General Store,"Sant Kabeer Marg, Axis Bank Atm, Dahisar East, Mumbai, Maharashtra 400066",https://www.bing.com/maps?cp=19.244705200195312%7E72.8727035522461&lvl=17.0&q=Nirmal%20Medical%26General%20Store%20%2C%20Sant%20Kabeer%20Marg%2C%20Axis%20Bank%20Atm%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400066,19.2447052,72.87270355,
Shree Medical and General Stores,"N G Park Bldg NO 5, 24B, Shiv Vallabh Cross Road, Rawalpada Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.242340087890625%7E72.8720474243164&lvl=17.0&q=Shree%20Medical%20and%20General%20Stores%20%2C%20N%20G%20Park%20Bldg%20NO%205%2C%2024B%2C%20Shiv%20Vallabh%20Cross%20Road%2C%20Rawalpada%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.24234009,72.87204742,
Bhakti Vedanta Hospital,"Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27001953125%7E72.87022399902344&lvl=17.0&q=Bhakti%20Vedanta%20Hospital%20%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27001953,72.870224,084001 46262
Shree Sparsh Clinic,"Vinay Nagar Road, Shri Krishna Hospital, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.27919578552246%7E72.88190460205078&lvl=17.0&q=Shree%20Sparsh%20Clinic%20%2C%20Vinay%20Nagar%20Road%2C%20Shri%20Krishna%20Hospital%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27919579,72.8819046,
Gayatri Medicos,"Shop NO 002/A NEW SAI Sristi, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.270936965942383%7E72.87861633300781&lvl=17.0&q=Gayatri%20Medicos%20%2C%20Shop%20NO%20002%2FA%20NEW%20SAI%20Sristi%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27093697,72.87861633,022 2855 3308
Dr. Harminder Singh's Medways Cardiac Clinic,"Office #3 First Floor Platinum Building, Above Tata Motors, Near Brand Factory, Pleasant Park, Mira Road, Maharashtra",https://www.bing.com/maps?cp=19.278635025024414%7E72.87825012207031&lvl=17.0&q=Dr.%20Harminder%20Singh's%20Medways%20Cardiac%20Clinic%20%2C%20Office%20%233%20First%20Floor%20Platinum%20Building%2C%20Above%20Tata%20Motors%2C%20Near%20Brand%20Factory%2C%20Pleasant%20Park%2C%20Mira%20Road%2C%20Maharashtra,19.27863503,72.87825012,
"MAHESHWARAM SURGICALS (SURGICAL SUTURE in Mumbai, Diagnostic MATERIAL, in MUMBAI MIRA, BHAYANDAR,)","B Wing, Shop No 13, Sai Akruti Empire, Ramdev Park, Beside Woodland Hotel, Mira Road East, Mira Bhayandar, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27953338623047%7E72.88452911376953&lvl=17.0&q=MAHESHWARAM%20SURGICALS%20(SURGICAL%20SUTURE%20in%20Mumbai%2C%20Diagnostic%20MATERIAL%2C%20in%20MUMBAI%20MIRA%2C%20BHAYANDAR%2C)%20%2C%20B%20Wing%2C%20Shop%20No%2013%2C%20Sai%20Akruti%20Empire%2C%20Ramdev%20Park%2C%20Beside%20Woodland%20Hotel%2C%20Mira%20Road%20East%2C%20Mira%20Bhayandar%2C%20Thane%2C%20Maharashtra%20401107,19.27953339,72.88452911,090043 75123
Jai Ambe Hospital,"Om Shivdham Chs, Vaishali Nagar, s.p Road, Dahisar East, Mumbai -400068, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.270755767822266%7E72.87480163574219&lvl=17.0&q=Jai%20Ambe%20Hospital%20%2C%20Om%20Shivdham%20Chs%2C%20Vaishali%20Nagar%2C%20s.p%20Road%2C%20Dahisar%20East%2C%20Mumbai%20-400068%2C%20Thane%2C%20Maharashtra%20401107,19.27075577,72.87480164,088509 51153
Dr Aditi Shah (Newderma Clinic) Dermatologist In mira Bhyander Skin & cosmetology Clinic,"1st Floor, FF6, Delta Garden, Siddhi Vinayak Nagar, Mira Road, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.264728546142578%7E72.87276458740234&lvl=17.0&q=Dr%20Aditi%20Shah%20(Newderma%20Clinic)%20Dermatologist%20In%20mira%20Bhyander%20Skin%20%26%20cosmetology%20Clinic%20%2C%201st%20Floor%2C%20FF6%2C%20Delta%20Garden%2C%20Siddhi%20Vinayak%20Nagar%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.26472855,72.87276459,
Chaitanya Welfare Charitable Trust,"1 Bhakti Vedanta Hospital, Shristi Mira, Thane, Maharashtra 401104",https://www.bing.com/maps?cp=19.262624740600586%7E72.87336730957031&lvl=17.0&q=Chaitanya%20Welfare%20Charitable%20Trust%20%2C%201%20Bhakti%20Vedanta%20Hospital%2C%20Shristi%20Mira%2C%20Thane%2C%20Maharashtra%20401104,19.26262474,72.87336731,022 2945 1409
Ssp Health and You Private Limited,"Flat NO 604, Navgrah Bldg NO D-1-61 CHS LTD, Poonam Sagar Complex, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.271738052368164%7E72.87245178222656&lvl=17.0&q=Ssp%20Health%20and%20You%20Private%20Limited%20%2C%20Flat%20NO%20604%2C%20Navgrah%20Bldg%20NO%20D-1-61%20CHS%20LTD%2C%20Poonam%20Sagar%20Complex%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.27173805,72.87245178,086574 44015
Citiustech Healthcare Technology,"1708, Bldg No 29, Db Ozone, W 6 Highway, Near Dahisar Cheak Naka, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.26116180419922%7E72.8752670288086&lvl=17.0&q=Citiustech%20Healthcare%20Technology%20%2C%201708%2C%20Bldg%20No%2029%2C%20Db%20Ozone%2C%20W%206%20Highway%2C%20Near%20Dahisar%20Cheak%20Naka%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.2611618,72.87526703,
Asha Pathology Blood Collection Centre,"Shop no 2 Chandrakant Kolibuilding, opp. Jai Durga Parmeshwari Mandir, Malad West, Mumbai, Maharashtra",https://www.bing.com/maps?cp=19.26534652709961%7E72.8698959350586&lvl=17.0&q=Asha%20Pathology%20Blood%20Collection%20Centre%20%2C%20Shop%20no%202%20Chandrakant%20Kolibuilding%2C%20opp.%20Jai%20Durga%20Parmeshwari%20Mandir%2C%20Malad%20West%2C%20Mumbai%2C%20Maharashtra,19.26534653,72.86989594,
JYOTI CLINIC,"Suhasini Pawaskar Marg, Sanjeevani World School, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.252643585205078%7E72.87346649169922&lvl=17.0&q=JYOTI%20CLINIC%20%2C%20Suhasini%20Pawaskar%20Marg%2C%20Sanjeevani%20World%20School%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25264359,72.87346649,
Shree Mahadev Medical and General Stores,"Shop NO-6, B-Wing, Krishna Appt, Halkara Complex, Chhatrapati Shivaji RD, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.254716873168945%7E72.86302185058594&lvl=17.0&q=Shree%20Mahadev%20Medical%20and%20General%20Stores%20%2C%20Shop%20NO-6%2C%20B-Wing%2C%20Krishna%20Appt%2C%20Halkara%20Complex%2C%20Chhatrapati%20Shivaji%20RD%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25471687,72.86302185,
Nirmal Clinic,"St Nyaneshwar Chowk, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.259485244750977%7E72.86148071289062&lvl=17.0&q=Nirmal%20Clinic%20%2C%20St%20Nyaneshwar%20Chowk%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25948524,72.86148071,
Inhalation Health,"201 Second Floor Bheem AA N L Complex, Dahisar (East), Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.26134490966797%7E72.86578369140625&lvl=17.0&q=Inhalation%20Health%20%2C%20201%20Second%20Floor%20Bheem%20AA%20N%20L%20Complex%2C%20Dahisar%20(East)%2C%20Mumbai%2C%20Maharashtra%20400068,19.26134491,72.86578369,091670 12313
Pratham Medisurge,"Shop No.11, Rubi Complex, Dahisar, Harishankar Joshi Marg Road, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.26021385192871%7E72.86530303955078&lvl=17.0&q=Pratham%20Medisurge%20%2C%20Shop%20No.11%2C%20Rubi%20Complex%2C%20Dahisar%2C%20Harishankar%20Joshi%20Marg%20Road%2C%20Mumbai%2C%20Maharashtra%20400068,19.26021385,72.86530304,
Sanmati Medical,"Gala No.03, Manorama Apartment, Vidyanagar, Oppo Sanjivani Hospital, Kankavli, Sindhudurg, Maharashtra 416602",https://www.bing.com/maps?cp=19.25096893310547%7E72.8606185913086&lvl=17.0&q=Sanmati%20Medical%20%2C%20Gala%20No.03%2C%20Manorama%20Apartment%2C%20Vidyanagar%2C%20Oppo%20Sanjivani%20Hospital%2C%20Kankavli%2C%20Sindhudurg%2C%20Maharashtra%20416602,19.25096893,72.86061859,
Bhawani Medical Stores,"Golibar Chok, Darwha, Maharashtra",https://www.bing.com/maps?cp=19.283987045288086%7E72.95452117919922&lvl=17.0&q=Bhawani%20Medical%20Stores%20%2C%20Golibar%20Chok%2C%20Darwha%2C%20Maharashtra,19.28398705,72.95452118,
"Dr. Kunal Vijay Arora MBBS, MD(Radio Diagnosis), DNB from National Board of Examination","Chamber No.5, Office no. 6&7 First Floor Tropical Lagoon Morning Glory, Near Anand Nagar Bus Depot, Anand Nagar, Ghodbunder Road, Mumbai, Maharashtra 400615",https://www.bing.com/maps?cp=19.26613426208496%7E72.97140502929688&lvl=17.0&q=Dr.%20Kunal%20Vijay%20Arora%20MBBS%2C%20MD(Radio%20Diagnosis)%2C%20DNB%20from%20National%20Board%20of%20Examination%20%2C%20Chamber%20No.5%2C%20Office%20no.%206%267%20First%20Floor%20Tropical%20Lagoon%20Morning%20Glory%2C%20Near%20Anand%20Nagar%20Bus%20Depot%2C%20Anand%20Nagar%2C%20Ghodbunder%20Road%2C%20Mumbai%2C%20Maharashtra%20400615,19.26613426,72.97140503,089717 33018
Tieten Medicity,"Ghodbunder Rd, Kasarvadavali, Thane, Thane 400615",https://www.bing.com/maps?cp=19.266862869262695%7E72.97193145751953&lvl=17.0&q=Tieten%20Medicity%20%2C%20Ghodbunder%20Rd%2C%20Kasarvadavali%2C%20Thane%2C%20Thane%20400615,19.26686287,72.97193146,093267 16661
Kevalya Hospital,"615 MIDC Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.269826889038086%7E72.95616149902344&lvl=17.0&q=Kevalya%20Hospital%20%2C%20615%20MIDC%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.26982689,72.9561615,093218 00939
Om Shanti Medical,"Virat Residency, D-17, Ground Floor, Atali Village, Ambivali WES, Thane, Maharashtra 421301",https://www.bing.com/maps?cp=19.26300811767578%7E72.97157287597656&lvl=17.0&q=Om%20Shanti%20Medical%20%2C%20Virat%20Residency%2C%20D-17%2C%20Ground%20Floor%2C%20Atali%20Village%2C%20Ambivali%20WES%2C%20Thane%2C%20Maharashtra%20421301,19.26300812,72.97157288,
Shree Urja Ayurved,"Vasai Rd, Bhiwandi, Maharashtra 421302, India, Bhiwandi, Maharashtra 421302",https://www.bing.com/maps?cp=19.32424545288086%7E72.97325134277344&lvl=17.0&q=Shree%20Urja%20Ayurved%20%2C%20Vasai%20Rd%2C%20Bhiwandi%2C%20Maharashtra%20421302%2C%20India%2C%20Bhiwandi%2C%20Maharashtra%20421302,19.32424545,72.97325134,093736 77971
Raj Medical,"Purushottam Plaza, Shop-7, A Wing Bldg-2, Kasar Vdavali Naka, G, Broad, Thane, Maharashtra 400607",https://www.bing.com/maps?cp=19.2646541595459%7E72.9642562866211&lvl=17.0&q=Raj%20Medical%20%2C%20Purushottam%20Plaza%2C%20Shop-7%2C%20A%20Wing%20Bldg-2%2C%20Kasar%20Vdavali%20Naka%2C%20G%2C%20Broad%2C%20Thane%2C%20Maharashtra%20400607,19.26465416,72.96425629,088500 92981
Dr. Sachin Wani,"Cielo Ghodbunder Road, Thane, Maharashtra 400615",https://www.bing.com/maps?cp=19.28704833984375%7E72.95413208007812&lvl=17.0&q=Dr.%20Sachin%20Wani%20%2C%20Cielo%20Ghodbunder%20Road%2C%20Thane%2C%20Maharashtra%20400615,19.28704834,72.95413208,022 3177 9750
Dr. Udaybhan Mourya-Orthopedic Surgeon in Mumbai-Orthopedic Doctor,"Tieten Medicity, Old - Vedant Hospital, Ghodbunder Rd, Kasarvadavali, Thane West, Thane, Maharashtra",https://www.bing.com/maps?cp=19.276100158691406%7E72.96005249023438&lvl=17.0&q=Dr.%20Udaybhan%20Mourya-Orthopedic%20Surgeon%20in%20Mumbai-Orthopedic%20Doctor%20%2C%20Tieten%20Medicity%2C%20Old%20-%20Vedant%20Hospital%2C%20Ghodbunder%20Rd%2C%20Kasarvadavali%2C%20Thane%20West%2C%20Thane%2C%20Maharashtra,19.27610016,72.96005249,
Siddheshwar Medical and General Stores,"Shop No. 9, Vijay Apartment Phase-3, Waghbil, Thane (West), Thane, Maharashtra, Maharashtra 400615",https://www.bing.com/maps?cp=19.25824737548828%7E72.97283172607422&lvl=17.0&q=Siddheshwar%20Medical%20and%20General%20Stores%20%2C%20Shop%20No.%209%2C%20Vijay%20Apartment%20Phase-3%2C%20Waghbil%2C%20Thane%20(West)%2C%20Thane%2C%20Maharashtra%2C%20Maharashtra%20400615,19.25824738,72.97283173,075062 95453
Shriram Medical&General Store,"Sh42, Near Shree Ram Hospital Bus Stop, Owale West, Thane, Maharashtra 400615",https://www.bing.com/maps?cp=19.27571678161621%7E72.9595718383789&lvl=17.0&q=Shriram%20Medical%26General%20Store%20%2C%20Sh42%2C%20Near%20Shree%20Ram%20Hospital%20Bus%20Stop%2C%20Owale%20West%2C%20Thane%2C%20Maharashtra%20400615,19.27571678,72.95957184,
HexaHealth Kidney Stone Clinic,"Soham Plaza, Ghodbunder Rd, Manpada Flyover, Manpada, Thane West, Thane, Maharashtra",https://www.bing.com/maps?cp=19.264862060546875%7E72.97306060791016&lvl=17.0&q=HexaHealth%20Kidney%20Stone%20Clinic%20%2C%20Soham%20Plaza%2C%20Ghodbunder%20Rd%2C%20Manpada%20Flyover%2C%20Manpada%2C%20Thane%20West%2C%20Thane%2C%20Maharashtra,19.26486206,72.97306061,
Indra Bone&Joint Hospital,"Ground Floor, B-28, Sector 7, Dr Babasaheb Ambedkar Rd, Sector 7, Shanti Nagar, Mira Road, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.27840232849121%7E72.86338806152344&lvl=17.0&q=Indra%20Bone%26Joint%20Hospital%20%2C%20Ground%20Floor%2C%20B-28%2C%20Sector%207%2C%20Dr%20Babasaheb%20Ambedkar%20Rd%2C%20Sector%207%2C%20Shanti%20Nagar%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.27840233,72.86338806,073040 66382
Sanjay Medical and General Stores,"Shop NO 11, B 22, Shanti Nagar, Sector 7, OPP SEC 8, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28090476989746%7E72.86239624023438&lvl=17.0&q=Sanjay%20Medical%20and%20General%20Stores%20%2C%20Shop%20NO%2011%2C%20B%2022%2C%20Shanti%20Nagar%2C%20Sector%207%2C%20OPP%20SEC%208%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28090477,72.86239624,022 2855 2981
Garg's Dental&Medical Care,"Flat 001, bld. B-3 Gurukripa CHS, Sector 6, Shantinagar, Mira Road, Maharashtra 401107",https://www.bing.com/maps?cp=19.280864715576172%7E72.86400604248047&lvl=17.0&q=Garg's%20Dental%26Medical%20Care%20%2C%20Flat%20001%2C%20bld.%20B-3%20Gurukripa%20CHS%2C%20Sector%206%2C%20Shantinagar%2C%20Mira%20Road%2C%20Maharashtra%20401107,19.28086472,72.86400604,022 2811 3495
Mahipal Medical & General Stores,"A-9/001 A-9/001, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.276504516601562%7E72.85953521728516&lvl=17.0&q=Mahipal%20Medical%20%26%20General%20Stores%20%2C%20A-9%2F001%20A-9%2F001%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27650452,72.85953522,022 2810 6035
Dr. Abhijit Aklujkar,"204 raj oak, Second Floor, Mtnl Rd, Near dcb Bank, Shanti Park, Mira Road, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.2806453704834%7E72.86405181884766&lvl=17.0&q=Dr.%20Abhijit%20Aklujkar%20%2C%20204%20raj%20oak%2C%20Second%20Floor%2C%20Mtnl%20Rd%2C%20Near%20dcb%20Bank%2C%20Shanti%20Park%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.28064537,72.86405182,
Shivam Clinic,"3, Satsung 3, Lanadmrk: Poonam Sagar Complex, Mumbai 401107",https://www.bing.com/maps?cp=19.272968292236328%7E72.86226654052734&lvl=17.0&q=Shivam%20Clinic%20%2C%203%2C%20Satsung%203%2C%20Lanadmrk%3A%20Poonam%20Sagar%20Complex%2C%20Mumbai%20401107,19.27296829,72.86226654,099202 17172
Dr Kiran M Mistry Clinic,"C-7/001, Sector 4, Pralhad, Landmark: Shanti Nagar, Mumbai, Mumbai 401107",https://www.bing.com/maps?cp=19.280200958251953%7E72.86046600341797&lvl=17.0&q=Dr%20Kiran%20M%20Mistry%20Clinic%20%2C%20C-7%2F001%2C%20Sector%204%2C%20Pralhad%2C%20Landmark%3A%20Shanti%20Nagar%2C%20Mumbai%2C%20Mumbai%20401107,19.28020096,72.860466,099201 84400
Diagnostic Centre,"17-19 Ratnadeep Building, Bhayandar B - Wing, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.308401107788086%7E72.85869598388672&lvl=17.0&q=Diagnostic%20Centre%20%2C%2017-19%20Ratnadeep%20Building%2C%20Bhayandar%20B%20-%20Wing%2C%20Thane%2C%20Maharashtra%20401105,19.30840111,72.85869598,093204 79900
Swamin Lifecare,"Shop NO 10 A 14 Shanti Vihar CHS LTD Opposite Sector NO 2, Shanti Nagar Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.279356002807617%7E72.85873413085938&lvl=17.0&q=Swamin%20Lifecare%20%2C%20Shop%20NO%2010%20A%2014%20Shanti%20Vihar%20CHS%20LTD%20Opposite%20Sector%20NO%202%2C%20Shanti%20Nagar%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.279356,72.85873413,
Duha Homoeopathic Clinic,"Asmita Enclave, Shop No -4, B-Wing, Asmita Vintage 1, Phase 3, Naya Nagar, Mira Road, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.283140182495117%7E72.85706329345703&lvl=17.0&q=Duha%20Homoeopathic%20Clinic%20%2C%20Asmita%20Enclave%2C%20Shop%20No%20-4%2C%20B-Wing%2C%20Asmita%20Vintage%201%2C%20Phase%203%2C%20Naya%20Nagar%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.28314018,72.85706329,097251 23466
Vinay Ayurved and General Store,"Room NO. K/326 Madavi Pada, Near Boss Office Masecha Pada Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.2797794342041%7E72.85918426513672&lvl=17.0&q=Vinay%20Ayurved%20and%20General%20Store%20%2C%20Room%20NO.%20K%2F326%20Madavi%20Pada%2C%20Near%20Boss%20Office%20Masecha%20Pada%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27977943,72.85918427,099694 35187
Hazra Clinic,"13 Kasam Tower, Naya Nagar Nr Police Stn, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.285316467285156%7E72.85596466064453&lvl=17.0&q=Hazra%20Clinic%20%2C%2013%20Kasam%20Tower%2C%20Naya%20Nagar%20Nr%20Police%20Stn%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28531647,72.85596466,022 2855 5497
"Infinite Vision Care - Eye Hospital Mira road, Dr Shaila l Cataract l Lasik | Cornea in Mira road","301 Raj Oaks, Shanti Park, Near don Bosco School, Mtnl Road, Mira Road East, Thane 401107, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.281578063964844%7E72.86825561523438&lvl=17.0&q=Infinite%20Vision%20Care%20-%20Eye%20Hospital%20Mira%20road%2C%20Dr%20Shaila%20l%20Cataract%20l%20Lasik%20%7C%20Cornea%20in%20Mira%20road%20%2C%20301%20Raj%20Oaks%2C%20Shanti%20Park%2C%20Near%20don%20Bosco%20School%2C%20Mtnl%20Road%2C%20Mira%20Road%20East%2C%20Thane%20401107%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28157806,72.86825562,073044 24900
V CARE SURGICAL,"Mira Kutir Society Silver Park Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27899932861328%7E72.86920166015625&lvl=17.0&q=V%20CARE%20SURGICAL%20%2C%20Mira%20Kutir%20Society%20Silver%20Park%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27899933,72.86920166,091374 44760
Healthledger Diagnostics,"A2, 001/002, Prabhakar chs, Station Rd, Near Jyoti Stationary, Sector 4, Shanti Nagar, Mira Road East, Mumbai, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.279834747314453%7E72.85731506347656&lvl=17.0&q=Healthledger%20Diagnostics%20%2C%20A2%2C%20001%2F002%2C%20Prabhakar%20chs%2C%20Station%20Rd%2C%20Near%20Jyoti%20Stationary%2C%20Sector%204%2C%20Shanti%20Nagar%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.27983475,72.85731506,
Dr Umesh R Pandey Clinic,"5A/1, Allahabad Bank Mira Road East Branch, Shanti Vihar, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.272764205932617%7E72.86299896240234&lvl=17.0&q=Dr%20Umesh%20R%20Pandey%20Clinic%20%2C%205A%2F1%2C%20Allahabad%20Bank%20Mira%20Road%20East%20Branch%2C%20Shanti%20Vihar%2C%20Mumbai%2C%20Maharashtra%20401107,19.27276421,72.86299896,098198 98321
Dr S a Jamal Clinic,"7, Shanti Path Road, Little Flower Chowk, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.279094696044922%7E72.86840057373047&lvl=17.0&q=Dr%20S%20a%20Jamal%20Clinic%20%2C%207%2C%20Shanti%20Path%20Road%2C%20Little%20Flower%20Chowk%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.2790947,72.86840057,
Marediya Clinic,"St Xaviers High School Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.276765823364258%7E72.8696517944336&lvl=17.0&q=Marediya%20Clinic%20%2C%20St%20Xaviers%20High%20School%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27676582,72.86965179,079774 33904
Dr. Stuti Mehta,"10, Satsang-3 B, Navgrah Complex, Poonam Sagar Complex, Mira Road, Maharashtra 401107",https://www.bing.com/maps?cp=19.271526336669922%7E72.86308288574219&lvl=17.0&q=Dr.%20Stuti%20Mehta%20%2C%2010%2C%20Satsang-3%20B%2C%20Navgrah%20Complex%2C%20Poonam%20Sagar%20Complex%2C%20Mira%20Road%2C%20Maharashtra%20401107,19.27152634,72.86308289,079001 90278
Amaravati Clinic,"Shop No 18 Happy Home Complex, Shanti Park Mira Road E, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.280414581298828%7E72.86632537841797&lvl=17.0&q=Amaravati%20Clinic%20%2C%20Shop%20No%2018%20Happy%20Home%20Complex%2C%20Shanti%20Park%20Mira%20Road%20E%2C%20Thane%2C%20Maharashtra%20401107,19.28041458,72.86632538,098204 67650
Tapase Diagnostic Centre,"004\69, Madhav Tower, Shanti Park, Nr Jangid Tower, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.280460357666016%7E72.86972045898438&lvl=17.0&q=Tapase%20Diagnostic%20Centre%20%2C%20004%5C69%2C%20Madhav%20Tower%2C%20Shanti%20Park%2C%20Nr%20Jangid%20Tower%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28046036,72.86972046,022 2810 7030
Dr. Suri 'S Maternity&Surgical Nursing Home,"R Wing Gokul Village Shanti Park Miraroad East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.280010223388672%7E72.86890411376953&lvl=17.0&q=Dr.%20Suri%20'S%20Maternity%26Surgical%20Nursing%20Home%20%2C%20R%20Wing%20Gokul%20Village%20Shanti%20Park%20Miraroad%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28001022,72.86890411,098210 31014
Sabka dentist - Mira Road,"Shanti Plaza, Shop No 17, Station Road, Ground Floor, Near Oriental Bank, Sector 11, Shanti Nagar, Mira Road East, Maharashtra 401107",https://www.bing.com/maps?cp=19.2829532623291%7E72.86251831054688&lvl=17.0&q=Sabka%20dentist%20-%20Mira%20Road%20%2C%20Shanti%20Plaza%2C%20Shop%20No%2017%2C%20Station%20Road%2C%20Ground%20Floor%2C%20Near%20Oriental%20Bank%2C%20Sector%2011%2C%20Shanti%20Nagar%2C%20Mira%20Road%20East%2C%20Maharashtra%20401107,19.28295326,72.86251831,082918 49548
Life Flexible,"Shree Shashwat Bldg NO 12, 702, Near Pleasant Park Mira Bhaindar, Road, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.281381607055664%7E72.87456512451172&lvl=17.0&q=Life%20Flexible%20%2C%20Shree%20Shashwat%20Bldg%20NO%2012%2C%20702%2C%20Near%20Pleasant%20Park%20Mira%20Bhaindar%2C%20Road%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28138161,72.87456512,090290 71765
Chandras Dental Clinic,"Shop No.15, Satyam Heritage, Opp Amber Plaza, Vijay Park, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.276931762695312%7E72.8729476928711&lvl=17.0&q=Chandras%20Dental%20Clinic%20%2C%20Shop%20No.15%2C%20Satyam%20Heritage%2C%20Opp%20Amber%20Plaza%2C%20Vijay%20Park%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.27693176,72.87294769,090334 37960
